key,value,source,comparable
T_range,[40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350],matlab_r2025a;octave_agrees,yes
Teq,162.260833562,matlab_r2025a;octave_agrees,yes
Teq_drill_nom,278,matlab_r2025a;octave_agrees,yes
Teq_drill_os,230.218905306,matlab_r2025a;octave_agrees,yes
Teq_map,[130.403395827 129.401157697 128.420898109 127.461901938 126.523484749 125.604991173 124.705793373 123.82528962 122.962902946 153.004244784 151.751447122 150.526122637 149.327377422 148.154355937 147.006238966 145.882241716 144.781612025 143.703628682 175.60509374 174.101736546 172.631347164 171.192852907 169.785227124 168.407486759 167.058690059 165.737934429 164.444354419 198.205942697 196.45202597 194.736571691 193.058328391 191.416098311 189.808734552 188.235138402 186.694256834 185.185080155 220.806791654 218.802315394 216.841796219 214.923803876 213.046969499 211.209982345 209.411586745 207.650579239 205.925805892 243.40764061 241.152604819 238.947020746 236.78927936 234.677840686 232.611230138 230.588035088 228.606901644 226.666531628 266.008489567 263.502894243 261.052245273 258.654754845 256.308711873 254.012477931 251.764483432 249.563224049 247.407257364],matlab_r2025a;octave_agrees,yes
Teq_noshunt,518.276676137,matlab_r2025a;octave_agrees,yes
Teqf,261.052245273,matlab_r2025a;octave_agrees,yes
Teqw,246.052245273,matlab_r2025a;octave_agrees,yes
Tf,40,matlab_r2025a;octave_agrees,yes
Tp.max,275.000850831,matlab_r2025a;octave_differs,platform_dependent_ode
Tp.mean,274.748019282,matlab_r2025a;octave_differs,platform_dependent_ode
Tp.min,273,matlab_r2025a;octave_agrees,platform_dependent_ode
Tp.numel,11581,matlab_r2025a;octave_differs,platform_dependent_ode
Tp.sum,3181856.8113,matlab_r2025a;octave_differs,platform_dependent_ode
Ts.max,273,matlab_r2025a;octave_agrees,platform_dependent_ode
Ts.mean,261.692726872,matlab_r2025a;octave_differs,platform_dependent_ode
Ts.min,251.268755447,matlab_r2025a;octave_agrees,platform_dependent_ode
Ts.numel,2305,matlab_r2025a;octave_differs,platform_dependent_ode
Ts.sum,603201.73544,matlab_r2025a;octave_differs,platform_dependent_ode
Tvex,200,matlab_r2025a;octave_agrees,yes
Tw,25,matlab_r2025a;octave_agrees,yes
Tweb,273,matlab_r2025a;octave_agrees,yes
bf,0.04,matlab_r2025a;octave_agrees,yes
ca,[0.92 0.65 0.15],matlab_r2025a;octave_agrees,yes
case_id,2,octave_8_4_only(matlab_v2.0_dropped),yes
cb,[0.18 0.55 0.82],matlab_r2025a;octave_agrees,yes
cg,[0.3 0.65 0.3],matlab_r2025a;octave_agrees,yes
chA,0.000175929188601,matlab_r2025a;octave_agrees,yes
cp,[0.55 0.27 0.68],matlab_r2025a;octave_agrees,yes
cr,[0.85 0.32 0.24],matlab_r2025a;octave_agrees,yes
cy,[0.5 0.5 0.5],matlab_r2025a;octave_agrees,yes
dA,5.96902604182e-05,matlab_r2025a;octave_agrees,yes
dT,233,matlab_r2025a;octave_agrees,yes
dTs,73,matlab_r2025a;octave_agrees,yes
dTv,160,matlab_r2025a;octave_agrees,yes
dg,[1 1.5 2 2.5 3 3.5 4 4.5 5],octave_8_4_only(matlab_v2.0_dropped),yes
di,9,octave_8_4_only(matlab_v2.0_dropped),yes
dur,[161280 5040 161280 5040 161280 720000],matlab_r2025a;octave_agrees,yes
eff28,0.93,matlab_r2025a;octave_agrees,yes
eff48,0.95,matlab_r2025a;octave_agrees,yes
eff5,0.9,matlab_r2025a;octave_agrees,yes
fA,0.000176714586764,matlab_r2025a;octave_agrees,yes
fL,0.03,matlab_r2025a;octave_agrees,yes
hA,5.02654824574e-05,matlab_r2025a;octave_agrees,yes
i,7,octave_8_4_only(matlab_v2.0_dropped),yes
i253,2100,matlab_r2025a;octave_differs,platform_dependent_ode
idx,4,octave_8_4_only(matlab_v2.0_dropped),yes
kCus,495.7368,matlab_r2025a;octave_agrees,yes
k_Cu_shunt,490,matlab_r2025a;octave_agrees,yes
ka_Mn,15.947,matlab_r2025a;octave_agrees,yes
ka_PK,0.2313,matlab_r2025a;octave_agrees,yes
ka_Ti,3.69873947856,matlab_r2025a;octave_agrees,yes
ka_web,14.6597918386,matlab_r2025a;octave_agrees,yes
ki_Cu,113110.831273,matlab_r2025a;octave_agrees,yes
ki_Mn,3715.651,matlab_r2025a;octave_agrees,yes
ki_PK,53.8929,matlab_r2025a;octave_agrees,yes
ki_Ti,861.806298504,matlab_r2025a;octave_agrees,yes
label,WITH SHUNT (1.5x),matlab_r2025a;octave_agrees,yes
lwM,0.042,matlab_r2025a;octave_agrees,yes
lwP,1.1,matlab_r2025a;octave_agrees,yes
m,6,octave_8_4_only(matlab_v2.0_dropped),yes
mCr,5.39e-10,matlab_r2025a;octave_agrees,yes
mCs,8.95e-08,matlab_r2025a;octave_agrees,yes
mDeg,2,octave_8_4_only(matlab_v2.0_dropped),yes
mE,0.03,matlab_r2025a;octave_agrees,yes
mN,20,matlab_r2025a;octave_agrees,yes
mi_A20,5.18e-07,matlab_r2025a;octave_agrees,yes
mi_A22,3.26e-07,matlab_r2025a;octave_agrees,yes
mi_A28,8.1e-08,matlab_r2025a;octave_agrees,yes
mi_A30,5.1e-08,matlab_r2025a;octave_agrees,yes
mi_n20,5,octave_8_4_only(matlab_v2.0_dropped),yes
mi_n22,15,matlab_r2025a;octave_agrees,yes
mi_n28,76,matlab_r2025a;octave_agrees,yes
mi_n30,12,matlab_r2025a;octave_agrees,yes
mi_ntot,108,matlab_r2025a;octave_agrees,yes
ni,7,octave_8_4_only(matlab_v2.0_dropped),yes
opts.AbsTol,0.0001,matlab_r2025a;octave_agrees,yes
opts.BDF,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.Events,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.InitialSlope,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.InitialStep,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.JConstant,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.JPattern,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.Jacobian,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.MStateDependence,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.Mass,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.MassSingular,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.MaxOrder,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.MaxStep,300,matlab_r2025a;octave_agrees,yes
opts.MinStep,"zeros(1,0)",matlab_r2025a,yes
opts.MvPattern,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.NonNegative,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.NormControl,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.OutputFcn,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.OutputSel,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.Refine,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.RelTol,1e-06,matlab_r2025a;octave_agrees,yes
opts.Stats,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
opts.Vectorized,"zeros(1,0)",matlab_r2025a;octave_agrees,yes
pA,0.000275674755353,matlab_r2025a;octave_agrees,yes
pL,0.05,matlab_r2025a;octave_agrees,yes
qmli,0.192695792923,matlab_r2025a;octave_agrees,yes
qvm,0.0901803690149,matlab_r2025a;octave_agrees,yes
r,8,octave_8_4_only(matlab_v2.0_dropped),yes
rA,5.96902604182e-05,matlab_r2025a;octave_agrees,yes
rho_Mn,4.8e-07,matlab_r2025a;octave_agrees,yes
s253,44hr,matlab_r2025a;octave_agrees,yes
sA,0.475,matlab_r2025a;octave_agrees,yes
sC,25830,matlab_r2025a;octave_agrees,yes
sGc,0.0338187831476,matlab_r2025a;octave_agrees,yes
sGweb,0.0449857884964,matlab_r2025a;octave_agrees,yes
sH,0.25,matlab_r2025a;octave_agrees,yes
sIR_in,0.923076923077,matlab_r2025a;octave_agrees,yes
sIR_pt,0.889575289575,matlab_r2025a;octave_agrees,yes
sL,0.35,matlab_r2025a;octave_agrees,yes
sLb,0.02,matlab_r2025a;octave_agrees,yes
sQA,2.00709855815,matlab_r2025a;octave_agrees,yes
sQA_bolt,0.940448464207,matlab_r2025a;octave_agrees,yes
sQA_pk,1.06665009394,matlab_r2025a;octave_agrees,yes
sQB,1.9276797388,matlab_r2025a;octave_agrees,yes
sQB_in,0.772855408,matlab_r2025a;octave_agrees,yes
sQB_pt,1.1548243308,matlab_r2025a;octave_agrees,yes
sQC,0.26581767254,matlab_r2025a;octave_agrees,yes
sQD,0.0919035784008,matlab_r2025a;octave_agrees,yes
sQE,2,octave_8_4_only(matlab_v2.0_dropped),yes
sQF,1.58727692551,matlab_r2025a;octave_agrees,yes
sQG,0.183061003277,matlab_r2025a;octave_agrees,yes
sQmar,2.418851243,matlab_r2025a;octave_agrees,yes
sQsub,8.06283747667,matlab_r2025a;octave_agrees,yes
sQtot,10.4816887197,matlab_r2025a;octave_agrees,yes
sQv,[2.00709855815 1.9276797388 0.26581767254 0.0919035784008 2 1.58727692551 0.183061003277],octave_8_4_only(matlab_v2.0_dropped),yes
sRD,2535.26580852,matlab_r2025a;octave_agrees,yes
sRb,302.927742238,matlab_r2025a;octave_agrees,yes
sRw,344.044407894,matlab_r2025a;octave_agrees,yes
sW,0.25,matlab_r2025a;octave_agrees,yes
sc,0.68669527897,matlab_r2025a;octave_agrees,yes
shunt.A,1.02526547501e-05,matlab_r2025a;octave_agrees,yes
shunt.A_margin,1.53789821251e-05,matlab_r2025a;octave_agrees,yes
shunt.G,0.0502380082754,matlab_r2025a;octave_agrees,yes
shunt.G_margin,0.075357012413,matlab_r2025a;octave_agrees,yes
shunt.L,0.1,matlab_r2025a;octave_agrees,yes
shunt.T_off,275,matlab_r2025a;octave_agrees,yes
shunt.T_on,278,matlab_r2025a;octave_agrees,yes
shunt.T_target,278,matlab_r2025a;octave_agrees,yes
sn22,13,matlab_r2025a;octave_agrees,yes
sn28,36,matlab_r2025a;octave_agrees,yes
stot,95.4816887197,matlab_r2025a;octave_agrees,yes
tO,132,matlab_r2025a;octave_agrees,yes
tOff,1213920,matlab_r2025a;octave_agrees,yes
tP,59.6597918386,matlab_r2025a;octave_agrees,yes
tR,64.6597918386,matlab_r2025a;octave_agrees,yes
wA,1.015,matlab_r2025a;octave_agrees,yes
wC,223300,matlab_r2025a;octave_agrees,yes
wL,0.005,matlab_r2025a;octave_agrees,yes
yl,[250 310],matlab_r2025a,yes
